COUNTRY,Country ,FIELD,Field,ISC11_LEVEL_CAT,Level of education,Value
IRL,Ireland,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),70.9
IRL,Ireland,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),60.7
IRL,Ireland,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),49.2
IRL,Ireland,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),33.5
IRL,Ireland,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),28.6
IRL,Ireland,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),46.9
IRL,Ireland,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),77.1
IRL,Ireland,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),47.8
ISR,Israel,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),85.1
ISR,Israel,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),59.4
ISR,Israel,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),53.1
ISR,Israel,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),47.5
ISR,Israel,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),26.1
ISR,Israel,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),50.6
ISR,Israel,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),75.6
ITA,Italy,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),90.8
ITA,Italy,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),73.3
ITA,Italy,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),60.6
ITA,Italy,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),55
ITA,Italy,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),36.7
ITA,Italy,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),51.7
ITA,Italy,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),64.2
ITA,Italy,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),48.5
JPN,Japan,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),49
JPN,Japan,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),62.6
JPN,Japan,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),36.1
JPN,Japan,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),22.4
JPN,Japan,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),10.7
JPN,Japan,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),36.9
JPN,Japan,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),47.3
JPN,Japan,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),85.3
KOR,Korea,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),75.8
KOR,Korea,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),55.1
KOR,Korea,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),43.4
KOR,Korea,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),43
KOR,Korea,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),22.5
KOR,Korea,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),36.5
KOR,Korea,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),63.1
KOR,Korea,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),35.9
LTU,Lithuania,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),82.1
LTU,Lithuania,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),72.9
LTU,Lithuania,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),74.8
LTU,Lithuania,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),51.1
LTU,Lithuania,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),29.8
LTU,Lithuania,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),65
LTU,Lithuania,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),74.9
LTU,Lithuania,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),52.5
LUX,Luxembourg,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),57.7
LUX,Luxembourg,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),46.2
LUX,Luxembourg,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),50.6
LUX,Luxembourg,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),30.2
LUX,Luxembourg,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),50
LUX,Luxembourg,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),57.9
LVA,Latvia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),93
LVA,Latvia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),80.5
LVA,Latvia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),73.8
LVA,Latvia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),45.6
LVA,Latvia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),33.2
LVA,Latvia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),59.3
LVA,Latvia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),77.3
LVA,Latvia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),67.9
MEX,Mexico,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),67.9
MEX,Mexico,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),55.8
MEX,Mexico,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),52.4
MEX,Mexico,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),46.6
MEX,Mexico,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),32.9
MEX,Mexico,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),46.1
MEX,Mexico,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),60.4
MEX,Mexico,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),29.6
NLD,Netherlands,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),80.6
NLD,Netherlands,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),59.7
NLD,Netherlands,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),56
NLD,Netherlands,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),31.6
NLD,Netherlands,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),28.8
NLD,Netherlands,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),62.7
NLD,Netherlands,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),68.2
NLD,Netherlands,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),46.5
NOR,Norway,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),76
NOR,Norway,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),58.3
NOR,Norway,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),58.1
NOR,Norway,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),38.9
NOR,Norway,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),33.1
NOR,Norway,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),68.2
NOR,Norway,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),78
NOR,Norway,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),47.9
NZL,New Zealand,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),73.4
NZL,New Zealand,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),61.9
NZL,New Zealand,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),54.7
NZL,New Zealand,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),48.1
NZL,New Zealand,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),33.1
NZL,New Zealand,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),55.6
NZL,New Zealand,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),83.9
NZL,New Zealand,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),58.2
POL,Poland,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),85.1
POL,Poland,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),73.9
POL,Poland,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),70.6
POL,Poland,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),52.8
POL,Poland,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),40.5
POL,Poland,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),57.3
POL,Poland,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),78.3
POL,Poland,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),57.7
PRT,Portugal,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),75.9
PRT,Portugal,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),62
PRT,Portugal,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),63.1
PRT,Portugal,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),59.7
PRT,Portugal,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),37.4
PRT,Portugal,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),59.8
PRT,Portugal,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),76.2
PRT,Portugal,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),49.7
RUS,Russia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),77.3
RUS,Russia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),77.1
RUS,Russia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),68.1
RUS,Russia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),40.6
RUS,Russia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),29.4
RUS,Russia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),55.8
RUS,Russia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),76.5
RUS,Russia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),43.3
SAU,Saudi Arabia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),0
SAU,Saudi Arabia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),19.2
SAU,Saudi Arabia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),0
SAU,Saudi Arabia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),98
SAU,Saudi Arabia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),100
SVK,Slovak Republic,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),77.9
SVK,Slovak Republic,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),67.1
SVK,Slovak Republic,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),69.1
SVK,Slovak Republic,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),44.9
SVK,Slovak Republic,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),31.1
SVK,Slovak Republic,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),52.8
SVK,Slovak Republic,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),80.7
SVK,Slovak Republic,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),43.9
SVN,Slovenia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),84
SVN,Slovenia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),74.8
SVN,Slovenia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),69.4
SVN,Slovenia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),44.5
SVN,Slovenia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),29.4
SVN,Slovenia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),60.4
SVN,Slovenia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),77.4
SVN,Slovenia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),53.2
SWE,Sweden,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),69
SWE,Sweden,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),63.5
SWE,Sweden,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),58.6
SWE,Sweden,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),44.6
SWE,Sweden,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),31.6
SWE,Sweden,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),66.4
SWE,Sweden,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),76.9
SWE,Sweden,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),62.5
TUR,Turkey,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),52.9
TUR,Turkey,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),46.9
TUR,Turkey,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),39.7
TUR,Turkey,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),54.1
TUR,Turkey,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),34.6
TUR,Turkey,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),31.2
TUR,Turkey,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),54.3
TUR,Turkey,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),31.7
USA,United States,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),76.6
USA,United States,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),52.2
USA,United States,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),52.2
USA,United States,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),39
USA,United States,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),27.9
USA,United States,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),64.4
USA,United States,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),74
USA,United States,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),52.2
AUS,Australia,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),67.9
AUS,Australia,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.5
AUS,Australia,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),55.4
AUS,Australia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.2
AUS,Australia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),28.1
AUS,Australia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),55
AUS,Australia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.1
AUS,Australia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),51.8
AUT,Austria,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),74.1
AUT,Austria,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),54.3
AUT,Austria,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),50.1
AUT,Austria,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),33.4
AUT,Austria,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),25.6
AUT,Austria,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),55.9
AUT,Austria,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),54.5
AUT,Austria,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),23.5
BEL,Belgium,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.3
BEL,Belgium,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),50.9
BEL,Belgium,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),49.9
BEL,Belgium,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),37.7
BEL,Belgium,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),27.8
BEL,Belgium,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),45.9
BEL,Belgium,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),59.5
BEL,Belgium,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),57.1
BRA,Brazil,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),68.2
BRA,Brazil,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),55.3
BRA,Brazil,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),49.1
BRA,Brazil,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),48.6
BRA,Brazil,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),45.5
BRA,Brazil,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),49.6
BRA,Brazil,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),66.4
BRA,Brazil,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),55
CHE,Switzerland,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),69
CHE,Switzerland,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),50.9
CHE,Switzerland,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.6
CHE,Switzerland,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),38.2
CHE,Switzerland,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),23.1
CHE,Switzerland,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),70.5
CHE,Switzerland,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.8
CHE,Switzerland,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),47.6
CHL,Chile,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),67.4
CHL,Chile,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),46.2
CHL,Chile,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),44.8
CHL,Chile,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),39.3
CHL,Chile,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),31.9
CHL,Chile,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.7
CHL,Chile,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),62.9
COL,Colombia,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),34.2
COL,Colombia,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),32.6
COL,Colombia,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),41.3
COL,Colombia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),35.6
COL,Colombia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),34.1
COL,Colombia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),43.8
COL,Colombia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.1
COL,Colombia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),50
CRI,Costa Rica,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),54.1
CRI,Costa Rica,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),50
CRI,Costa Rica,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),50
CRI,Costa Rica,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),60
CZE,Czech Republic,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),68.1
CZE,Czech Republic,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),49.7
CZE,Czech Republic,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),49.6
CZE,Czech Republic,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),42.2
CZE,Czech Republic,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),23
CZE,Czech Republic,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),52
CZE,Czech Republic,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),50
CZE,Czech Republic,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),47.1
DEU,Germany,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.7
DEU,Germany,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),51.9
DEU,Germany,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),43.3
DEU,Germany,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),38.6
DEU,Germany,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),18.9
DEU,Germany,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),65.5
DEU,Germany,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),59.8
DEU,Germany,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.9
DNK,Denmark,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),50
DNK,Denmark,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),47.9
DNK,Denmark,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),36.2
DNK,Denmark,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),31.3
DNK,Denmark,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),60.9
DNK,Denmark,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.9
ESP,Spain,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),60
ESP,Spain,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),50.6
ESP,Spain,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),48.7
ESP,Spain,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),47.5
ESP,Spain,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),34.4
ESP,Spain,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),46.4
ESP,Spain,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.2
ESP,Spain,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),43.1
EST,Estonia,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),100
EST,Estonia,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),65.5
EST,Estonia,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),63
EST,Estonia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),40
EST,Estonia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),40
EST,Estonia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),66.7
EST,Estonia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),80
EST,Estonia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),57.1
FIN,Finland,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),71.1
FIN,Finland,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.7
FIN,Finland,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),61.2
FIN,Finland,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),45.5
FIN,Finland,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),27.4
FIN,Finland,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),62.9
FIN,Finland,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),70.4
FIN,Finland,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.8
FRA,France,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.5
FRA,France,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),60.9
FRA,France,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),52.3
FRA,France,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),40.2
FRA,France,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),32.6
FRA,France,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),52.8
FRA,France,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),29.2
GBR,United Kingdom,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),70.2
GBR,United Kingdom,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),49.9
GBR,United Kingdom,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.7
